scenario,scenario_size,method,mode_profile,task_class,assigned_task_count,total_task_payment,mean_task_payment,total_task_externality,mean_task_externality
edge_node_failures,Warehouse-M,c_ample_amr,default,inventory_recognition,51,7.993605777301127e-15,1.5673736818237505e-16,7.993605777301127e-15,1.5673736818237505e-16
edge_node_failures,Warehouse-M,c_ample_amr,default,localization_slam,138,6.861178292183467e-14,4.97186832766918e-16,6.861178292183467e-14,4.97186832766918e-16
edge_node_failures,Warehouse-M,c_ample_amr,default,obstacle_detection,86,1.0880185641326534e-14,1.2651378652705272e-16,1.0880185641326534e-14,1.2651378652705272e-16
edge_node_failures,Warehouse-M,c_ample_amr,default,path_replanning,104,3.0753177782116836e-14,2.957036325203542e-16,3.0753177782116836e-14,2.957036325203542e-16
edge_node_failures,Warehouse-M,c_ample_amr,default,perception,45,6.217248937900877e-15,1.3816108750890837e-16,6.217248937900877e-15,1.3816108750890837e-16
edge_node_failures,Warehouse-M,c_ample_amr,default,telemetry_diagnostics,100,3.241851231905457e-14,3.241851231905457e-16,3.241851231905457e-14,3.241851231905457e-16
edge_node_failures,Warehouse-M,random_modes_heuristic,default,inventory_recognition,54,0.0,0.0,0.0,0.0
edge_node_failures,Warehouse-M,random_modes_heuristic,default,localization_slam,140,0.0,0.0,0.0,0.0
edge_node_failures,Warehouse-M,random_modes_heuristic,default,obstacle_detection,87,0.0,0.0,0.0,0.0
edge_node_failures,Warehouse-M,random_modes_heuristic,default,path_replanning,104,0.0,0.0,0.0,0.0
edge_node_failures,Warehouse-M,random_modes_heuristic,default,perception,44,0.0,0.0,0.0,0.0
edge_node_failures,Warehouse-M,random_modes_heuristic,default,telemetry_diagnostics,100,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_heuristic,default,inventory_recognition,80,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_heuristic,default,localization_slam,128,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_heuristic,default,obstacle_detection,111,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_heuristic,default,path_replanning,131,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_heuristic,default,perception,86,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_heuristic,default,telemetry_diagnostics,129,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,fixed_vcg,default,inventory_recognition,80,3.730349362740526e-14,4.662936703425658e-16,3.730349362740526e-14,4.662936703425658e-16
scalability_sweep,Warehouse-L,fixed_vcg,default,localization_slam,128,1.0658141036401503e-13,8.326672684688674e-16,1.0658141036401503e-13,8.326672684688674e-16
scalability_sweep,Warehouse-L,fixed_vcg,default,obstacle_detection,111,3.552713678800501e-14,3.200642953874325e-16,3.552713678800501e-14,3.200642953874325e-16
scalability_sweep,Warehouse-L,fixed_vcg,default,path_replanning,131,1.5143442055887135e-13,1.1559879431974911e-15,1.5143442055887135e-13,1.1559879431974911e-15
scalability_sweep,Warehouse-L,fixed_vcg,default,perception,86,2.353672812205332e-14,2.7368288514015486e-16,2.353672812205332e-14,2.7368288514015486e-16
scalability_sweep,Warehouse-L,fixed_vcg,default,telemetry_diagnostics,129,7.860379014346108e-14,6.09331706538458e-16,7.860379014346108e-14,6.09331706538458e-16
scalability_sweep,Warehouse-L,qmix_heuristic,default,inventory_recognition,77,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,qmix_heuristic,default,localization_slam,128,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,qmix_heuristic,default,obstacle_detection,117,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,qmix_heuristic,default,path_replanning,131,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,qmix_heuristic,default,perception,85,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,qmix_heuristic,default,telemetry_diagnostics,129,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,ample_amr,default,inventory_recognition,76,3.108624468950438e-14,4.0902953538821556e-16,3.108624468950438e-14,4.0902953538821556e-16
scalability_sweep,Warehouse-L,ample_amr,default,localization_slam,128,0.35344002814219877,0.002761250219860928,0.35344002814219877,0.002761250219860928
scalability_sweep,Warehouse-L,ample_amr,default,obstacle_detection,118,6.128431095930864e-14,5.193585674517681e-16,6.128431095930864e-14,5.193585674517681e-16
scalability_sweep,Warehouse-L,ample_amr,default,path_replanning,131,1.3233858453531866e-13,1.0102182025596844e-15,1.3233858453531866e-13,1.0102182025596844e-15
scalability_sweep,Warehouse-L,ample_amr,default,perception,86,1.9095836023552692e-14,2.220446049250313e-16,1.9095836023552692e-14,2.220446049250313e-16
scalability_sweep,Warehouse-L,ample_amr,default,telemetry_diagnostics,129,6.328271240363392e-14,4.905636620436738e-16,6.328271240363392e-14,4.905636620436738e-16
scalability_sweep,Warehouse-L,c_ample_amr,default,inventory_recognition,77,4.618527782440651e-14,5.998088029143703e-16,4.618527782440651e-14,5.998088029143703e-16
scalability_sweep,Warehouse-L,c_ample_amr,default,localization_slam,128,1.800460406034591,0.014066096922145242,1.800460406034591,0.014066096922145242
scalability_sweep,Warehouse-L,c_ample_amr,default,obstacle_detection,109,4.884981308350689e-14,4.481634227844668e-16,4.884981308350689e-14,4.481634227844668e-16
scalability_sweep,Warehouse-L,c_ample_amr,default,path_replanning,131,1.0480505352461478e-13,8.000385765237769e-16,1.0480505352461478e-13,8.000385765237769e-16
scalability_sweep,Warehouse-L,c_ample_amr,default,perception,91,3.6415315207705135e-14,4.001682989857707e-16,3.6415315207705135e-14,4.001682989857707e-16
scalability_sweep,Warehouse-L,c_ample_amr,default,telemetry_diagnostics,129,6.261657858885883e-14,4.853998340221614e-16,6.261657858885883e-14,4.853998340221614e-16
scalability_sweep,Warehouse-L,random_modes_heuristic,default,inventory_recognition,77,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,random_modes_heuristic,default,localization_slam,126,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,random_modes_heuristic,default,obstacle_detection,119,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,random_modes_heuristic,default,path_replanning,131,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,random_modes_heuristic,default,perception,82,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-L,random_modes_heuristic,default,telemetry_diagnostics,129,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,inventory_recognition,29,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,localization_slam,73,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,obstacle_detection,51,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,path_replanning,67,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,perception,30,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_heuristic,default,telemetry_diagnostics,53,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_vcg,default,inventory_recognition,29,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,fixed_vcg,default,localization_slam,73,5.1958437552457326e-14,7.117594185268127e-16,5.1958437552457326e-14,7.117594185268127e-16
scalability_sweep,Warehouse-M,fixed_vcg,default,obstacle_detection,51,1.4210854715202004e-14,2.7864421010200007e-16,1.4210854715202004e-14,2.7864421010200007e-16
scalability_sweep,Warehouse-M,fixed_vcg,default,path_replanning,67,3.108624468950438e-14,4.639738013358863e-16,3.108624468950438e-14,4.639738013358863e-16
scalability_sweep,Warehouse-M,fixed_vcg,default,perception,30,1.7763568394002505e-15,5.921189464667501e-17,1.7763568394002505e-15,5.921189464667501e-17
scalability_sweep,Warehouse-M,fixed_vcg,default,telemetry_diagnostics,53,9.769962616701378e-15,1.8433891729625242e-16,9.769962616701378e-15,1.8433891729625242e-16
scalability_sweep,Warehouse-M,qmix_heuristic,default,inventory_recognition,22,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,qmix_heuristic,default,localization_slam,73,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,qmix_heuristic,default,obstacle_detection,55,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,qmix_heuristic,default,path_replanning,67,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,qmix_heuristic,default,perception,27,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,qmix_heuristic,default,telemetry_diagnostics,53,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,ample_amr,default,inventory_recognition,22,5.329070518200751e-15,2.4223047810003414e-16,5.329070518200751e-15,2.4223047810003414e-16
scalability_sweep,Warehouse-M,ample_amr,default,localization_slam,73,2.5757174171303632e-14,3.5283800234662507e-16,2.5757174171303632e-14,3.5283800234662507e-16
scalability_sweep,Warehouse-M,ample_amr,default,obstacle_detection,55,1.5987211554602254e-14,2.90676573720041e-16,1.5987211554602254e-14,2.90676573720041e-16
scalability_sweep,Warehouse-M,ample_amr,default,path_replanning,67,3.197442310920451e-14,4.772301956597688e-16,3.197442310920451e-14,4.772301956597688e-16
scalability_sweep,Warehouse-M,ample_amr,default,perception,27,1.887379141862766e-15,6.990293118010245e-17,1.887379141862766e-15,6.990293118010245e-17
scalability_sweep,Warehouse-M,ample_amr,default,telemetry_diagnostics,53,2.1316282072803006e-14,4.021940013736416e-16,2.1316282072803006e-14,4.021940013736416e-16
scalability_sweep,Warehouse-M,c_ample_amr,default,inventory_recognition,21,7.105427357601002e-15,3.383536836952858e-16,7.105427357601002e-15,3.383536836952858e-16
scalability_sweep,Warehouse-M,c_ample_amr,default,localization_slam,73,2.531308496145357e-14,3.467545885130626e-16,2.531308496145357e-14,3.467545885130626e-16
scalability_sweep,Warehouse-M,c_ample_amr,default,obstacle_detection,52,1.7763568394002505e-14,3.416070845000482e-16,1.7763568394002505e-14,3.416070845000482e-16
scalability_sweep,Warehouse-M,c_ample_amr,default,path_replanning,67,3.241851231905457e-14,4.8385839282171e-16,3.241851231905457e-14,4.8385839282171e-16
scalability_sweep,Warehouse-M,c_ample_amr,default,perception,28,7.105427357601002e-15,2.5376526277146434e-16,7.105427357601002e-15,2.5376526277146434e-16
scalability_sweep,Warehouse-M,c_ample_amr,default,telemetry_diagnostics,53,1.3766765505351941e-14,2.597502925538102e-16,1.3766765505351941e-14,2.597502925538102e-16
scalability_sweep,Warehouse-M,random_modes_heuristic,default,inventory_recognition,25,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,random_modes_heuristic,default,localization_slam,72,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,random_modes_heuristic,default,obstacle_detection,54,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,random_modes_heuristic,default,path_replanning,67,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,random_modes_heuristic,default,perception,26,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M,random_modes_heuristic,default,telemetry_diagnostics,53,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,inventory_recognition,45,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,localization_slam,72,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,obstacle_detection,60,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,path_replanning,66,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,perception,42,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_heuristic,default,telemetry_diagnostics,54,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,fixed_vcg,default,inventory_recognition,45,4.218847493575595e-15,9.375216652390211e-17,4.218847493575595e-15,9.375216652390211e-17
scalability_sweep,Warehouse-M+,fixed_vcg,default,localization_slam,72,4.618527782440651e-14,6.41462192005646e-16,4.618527782440651e-14,6.41462192005646e-16
scalability_sweep,Warehouse-M+,fixed_vcg,default,obstacle_detection,60,1.9539925233402755e-14,3.2566542055671256e-16,1.9539925233402755e-14,3.2566542055671256e-16
scalability_sweep,Warehouse-M+,fixed_vcg,default,path_replanning,66,4.440892098500626e-14,6.728624391667615e-16,4.440892098500626e-14,6.728624391667615e-16
scalability_sweep,Warehouse-M+,fixed_vcg,default,perception,42,5.551115123125783e-15,1.3216940769347102e-16,5.551115123125783e-15,1.3216940769347102e-16
scalability_sweep,Warehouse-M+,fixed_vcg,default,telemetry_diagnostics,54,2.1094237467877974e-14,3.9063402718292546e-16,2.1094237467877974e-14,3.9063402718292546e-16
scalability_sweep,Warehouse-M+,qmix_heuristic,default,inventory_recognition,45,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,qmix_heuristic,default,localization_slam,72,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,qmix_heuristic,default,obstacle_detection,68,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,qmix_heuristic,default,path_replanning,66,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,qmix_heuristic,default,perception,53,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,qmix_heuristic,default,telemetry_diagnostics,54,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,ample_amr,default,inventory_recognition,45,1.021405182655144e-14,2.2697892947892088e-16,1.021405182655144e-14,2.2697892947892088e-16
scalability_sweep,Warehouse-M+,ample_amr,default,localization_slam,72,3.108624468950438e-14,4.3175339846533865e-16,3.108624468950438e-14,4.3175339846533865e-16
scalability_sweep,Warehouse-M+,ample_amr,default,obstacle_detection,68,2.531308496145357e-14,3.7225124943314073e-16,2.531308496145357e-14,3.7225124943314073e-16
scalability_sweep,Warehouse-M+,ample_amr,default,path_replanning,66,4.8627768478581856e-14,7.367843708876039e-16,4.8627768478581856e-14,7.367843708876039e-16
scalability_sweep,Warehouse-M+,ample_amr,default,perception,53,1.2434497875801753e-14,2.346131674679576e-16,1.2434497875801753e-14,2.346131674679576e-16
scalability_sweep,Warehouse-M+,ample_amr,default,telemetry_diagnostics,54,1.176836406102666e-14,2.1793266779679e-16,1.176836406102666e-14,2.1793266779679e-16
scalability_sweep,Warehouse-M+,c_ample_amr,default,inventory_recognition,43,1.1102230246251565e-14,2.581914010756178e-16,1.1102230246251565e-14,2.581914010756178e-16
scalability_sweep,Warehouse-M+,c_ample_amr,default,localization_slam,72,4.39648317751562e-14,6.106226635438361e-16,4.39648317751562e-14,6.106226635438361e-16
scalability_sweep,Warehouse-M+,c_ample_amr,default,obstacle_detection,71,2.1316282072803006e-14,3.002293249690564e-16,2.1316282072803006e-14,3.002293249690564e-16
scalability_sweep,Warehouse-M+,c_ample_amr,default,path_replanning,66,3.9968028886505635e-14,6.055761952500853e-16,3.9968028886505635e-14,6.055761952500853e-16
scalability_sweep,Warehouse-M+,c_ample_amr,default,perception,52,1.1546319456101628e-14,2.220446049250313e-16,1.1546319456101628e-14,2.220446049250313e-16
scalability_sweep,Warehouse-M+,c_ample_amr,default,telemetry_diagnostics,54,2.220446049250313e-14,4.1119371282413205e-16,2.220446049250313e-14,4.1119371282413205e-16
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,inventory_recognition,37,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,localization_slam,72,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,obstacle_detection,64,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,path_replanning,66,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,perception,40,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-M+,random_modes_heuristic,default,telemetry_diagnostics,54,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,inventory_recognition,30,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,localization_slam,48,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,obstacle_detection,37,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,path_replanning,35,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,perception,18,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_heuristic,default,telemetry_diagnostics,31,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,fixed_vcg,default,inventory_recognition,30,7.993605777301127e-15,2.6645352591003756e-16,7.993605777301127e-15,2.6645352591003756e-16
scalability_sweep,Warehouse-S,fixed_vcg,default,localization_slam,48,1.5987211554602254e-14,3.3306690738754696e-16,1.5987211554602254e-14,3.3306690738754696e-16
scalability_sweep,Warehouse-S,fixed_vcg,default,obstacle_detection,37,1.5987211554602254e-14,4.320867987730339e-16,1.5987211554602254e-14,4.320867987730339e-16
scalability_sweep,Warehouse-S,fixed_vcg,default,path_replanning,35,1.865174681370263e-14,5.329070518200751e-16,1.865174681370263e-14,5.329070518200751e-16
scalability_sweep,Warehouse-S,fixed_vcg,default,perception,18,3.552713678800501e-15,1.9737298215558337e-16,3.552713678800501e-15,1.9737298215558337e-16
scalability_sweep,Warehouse-S,fixed_vcg,default,telemetry_diagnostics,31,7.105427357601002e-15,2.2920733411616134e-16,7.105427357601002e-15,2.2920733411616134e-16
scalability_sweep,Warehouse-S,qmix_heuristic,default,inventory_recognition,30,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,qmix_heuristic,default,localization_slam,49,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,qmix_heuristic,default,obstacle_detection,39,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,qmix_heuristic,default,path_replanning,35,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,qmix_heuristic,default,perception,20,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,qmix_heuristic,default,telemetry_diagnostics,31,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,ample_amr,default,inventory_recognition,30,6.217248937900877e-15,2.0724163126336256e-16,6.217248937900877e-15,2.0724163126336256e-16
scalability_sweep,Warehouse-S,ample_amr,default,localization_slam,49,4.440892098500626e-15,9.06304509898087e-17,4.440892098500626e-15,9.06304509898087e-17
scalability_sweep,Warehouse-S,ample_amr,default,obstacle_detection,39,1.1879386363489175e-14,3.045996503458763e-16,1.1879386363489175e-14,3.045996503458763e-16
scalability_sweep,Warehouse-S,ample_amr,default,path_replanning,35,1.7763568394002505e-15,5.075305255429287e-17,1.7763568394002505e-15,5.075305255429287e-17
scalability_sweep,Warehouse-S,ample_amr,default,perception,20,8.881784197001252e-15,4.440892098500626e-16,8.881784197001252e-15,4.440892098500626e-16
scalability_sweep,Warehouse-S,ample_amr,default,telemetry_diagnostics,31,1.7763568394002505e-15,5.730183352904034e-17,1.7763568394002505e-15,5.730183352904034e-17
scalability_sweep,Warehouse-S,c_ample_amr,default,inventory_recognition,30,1.687538997430238e-14,5.625129991434126e-16,1.687538997430238e-14,5.625129991434126e-16
scalability_sweep,Warehouse-S,c_ample_amr,default,localization_slam,49,1.2117183370390219,0.02472894565385759,1.2117183370390219,0.02472894565385759
scalability_sweep,Warehouse-S,c_ample_amr,default,obstacle_detection,35,8.881784197001252e-16,2.5376526277146434e-17,8.881784197001252e-16,2.5376526277146434e-17
scalability_sweep,Warehouse-S,c_ample_amr,default,path_replanning,35,8.881784197001252e-15,2.5376526277146434e-16,8.881784197001252e-15,2.5376526277146434e-16
scalability_sweep,Warehouse-S,c_ample_amr,default,perception,19,4.440892098500626e-15,2.337311630789803e-16,4.440892098500626e-15,2.337311630789803e-16
scalability_sweep,Warehouse-S,c_ample_amr,default,telemetry_diagnostics,31,6.661338147750939e-15,2.1488187573390127e-16,6.661338147750939e-15,2.1488187573390127e-16
scalability_sweep,Warehouse-S,random_modes_heuristic,default,inventory_recognition,29,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,random_modes_heuristic,default,localization_slam,49,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,random_modes_heuristic,default,obstacle_detection,36,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,random_modes_heuristic,default,path_replanning,35,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,random_modes_heuristic,default,perception,18,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-S,random_modes_heuristic,default,telemetry_diagnostics,31,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_heuristic,default,inventory_recognition,207,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_heuristic,default,localization_slam,288,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_heuristic,default,obstacle_detection,240,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_heuristic,default,path_replanning,293,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_heuristic,default,perception,166,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_heuristic,default,telemetry_diagnostics,275,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,fixed_vcg,default,inventory_recognition,207,1.652011860642233e-13,7.98073362629098e-16,1.652011860642233e-13,7.98073362629098e-16
scalability_sweep,Warehouse-XL,fixed_vcg,default,localization_slam,288,6.372680161348399e-13,2.2127361671348608e-15,6.372680161348399e-13,2.2127361671348608e-15
scalability_sweep,Warehouse-XL,fixed_vcg,default,obstacle_detection,240,2.1938006966593093e-13,9.140836236080455e-16,2.1938006966593093e-13,9.140836236080455e-16
scalability_sweep,Warehouse-XL,fixed_vcg,default,path_replanning,293,8.313350008393172e-13,2.837320821977192e-15,8.313350008393172e-13,2.837320821977192e-15
scalability_sweep,Warehouse-XL,fixed_vcg,default,perception,166,1.3500311979441904e-13,8.132718059904761e-16,1.3500311979441904e-13,8.132718059904761e-16
scalability_sweep,Warehouse-XL,fixed_vcg,default,telemetry_diagnostics,275,0.18214560054143591,0.0006623476383324943,0.18214560054143591,0.0006623476383324943
scalability_sweep,Warehouse-XL,qmix_heuristic,default,inventory_recognition,200,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,qmix_heuristic,default,localization_slam,288,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,qmix_heuristic,default,obstacle_detection,250,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,qmix_heuristic,default,path_replanning,293,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,qmix_heuristic,default,perception,168,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,qmix_heuristic,default,telemetry_diagnostics,275,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,ample_amr,default,inventory_recognition,200,2.1316282072803006e-13,1.0658141036401502e-15,2.1316282072803006e-13,1.0658141036401502e-15
