scenario,scenario_size,method,mode_profile,task_class,assigned_task_count,total_task_payment,mean_task_payment,total_task_externality,mean_task_externality
scalability_sweep,Warehouse-XL,ample_amr,default,localization_slam,288,6.377121053446899e-13,2.214278143557951e-15,6.377121053446899e-13,2.214278143557951e-15
scalability_sweep,Warehouse-XL,ample_amr,default,obstacle_detection,250,2.611244553918368e-13,1.0444978215673472e-15,2.611244553918368e-13,1.0444978215673472e-15
scalability_sweep,Warehouse-XL,ample_amr,default,path_replanning,293,7.673861546209082e-13,2.6190653741327924e-15,7.673861546209082e-13,2.6190653741327924e-15
scalability_sweep,Warehouse-XL,ample_amr,default,perception,168,1.6342482922482304e-13,9.727668406239468e-16,1.6342482922482304e-13,9.727668406239468e-16
scalability_sweep,Warehouse-XL,ample_amr,default,telemetry_diagnostics,275,3.739231146937527e-13,1.3597204170681918e-15,3.739231146937527e-13,1.3597204170681918e-15
scalability_sweep,Warehouse-XL,c_ample_amr,default,inventory_recognition,196,1.2523315717771766e-13,6.389446794781513e-16,1.2523315717771766e-13,6.389446794781513e-16
scalability_sweep,Warehouse-XL,c_ample_amr,default,localization_slam,288,2.8133051444001467e-13,9.768420640278287e-16,2.8133051444001467e-13,9.768420640278287e-16
scalability_sweep,Warehouse-XL,c_ample_amr,default,obstacle_detection,257,0.046577424342037155,0.0001812351141713508,0.046577424342037155,0.0001812351141713508
scalability_sweep,Warehouse-XL,c_ample_amr,default,path_replanning,293,3.3173463975799677e-13,1.1322001356928217e-15,3.3173463975799677e-13,1.1322001356928217e-15
scalability_sweep,Warehouse-XL,c_ample_amr,default,perception,168,7.194245199571014e-14,4.282288809268461e-16,7.194245199571014e-14,4.282288809268461e-16
scalability_sweep,Warehouse-XL,c_ample_amr,default,telemetry_diagnostics,275,1.5987211554602254e-13,5.81353147440082e-16,1.5987211554602254e-13,5.81353147440082e-16
scalability_sweep,Warehouse-XL,random_modes_heuristic,default,inventory_recognition,198,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,random_modes_heuristic,default,localization_slam,288,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,random_modes_heuristic,default,obstacle_detection,239,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,random_modes_heuristic,default,path_replanning,293,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,random_modes_heuristic,default,perception,164,0.0,0.0,0.0,0.0
scalability_sweep,Warehouse-XL,random_modes_heuristic,default,telemetry_diagnostics,275,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_heuristic,default,inventory_recognition,107,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_heuristic,default,localization_slam,185,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_heuristic,default,obstacle_detection,147,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_heuristic,default,path_replanning,164,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_heuristic,default,perception,123,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_heuristic,default,telemetry_diagnostics,168,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,fixed_vcg,default,inventory_recognition,107,8.926193117986259e-14,8.342236558865663e-16,8.926193117986259e-14,8.342236558865663e-16
clustered_vs_global,Warehouse-L,fixed_vcg,default,localization_slam,185,1.7830181775480014e-13,9.63793609485406e-16,1.7830181775480014e-13,9.63793609485406e-16
clustered_vs_global,Warehouse-L,fixed_vcg,default,obstacle_detection,147,9.14823772291129e-14,6.223290967966864e-16,9.14823772291129e-14,6.223290967966864e-16
clustered_vs_global,Warehouse-L,fixed_vcg,default,path_replanning,164,2.418065747633591e-13,1.4744303339229214e-15,2.418065747633591e-13,1.4744303339229214e-15
clustered_vs_global,Warehouse-L,fixed_vcg,default,perception,123,6.88338275267597e-14,5.596246140386968e-16,6.88338275267597e-14,5.596246140386968e-16
clustered_vs_global,Warehouse-L,fixed_vcg,default,telemetry_diagnostics,168,9.481304630298837e-14,5.643633708511212e-16,9.481304630298837e-14,5.643633708511212e-16
clustered_vs_global,Warehouse-L,qmix_heuristic,default,inventory_recognition,106,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,qmix_heuristic,default,localization_slam,185,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,qmix_heuristic,default,obstacle_detection,156,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,qmix_heuristic,default,path_replanning,164,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,qmix_heuristic,default,perception,115,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,qmix_heuristic,default,telemetry_diagnostics,168,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,ample_amr,default,inventory_recognition,106,3.730349362740526e-14,3.5191975120193643e-16,3.730349362740526e-14,3.5191975120193643e-16
clustered_vs_global,Warehouse-L,ample_amr,default,localization_slam,185,1.2967404927621828e-13,7.009408068984772e-16,1.2967404927621828e-13,7.009408068984772e-16
clustered_vs_global,Warehouse-L,ample_amr,default,obstacle_detection,156,8.171241461241152e-14,5.237975295667405e-16,8.171241461241152e-14,5.237975295667405e-16
clustered_vs_global,Warehouse-L,ample_amr,default,path_replanning,164,1.4077627952246985e-13,8.58391948307743e-16,1.4077627952246985e-13,8.58391948307743e-16
clustered_vs_global,Warehouse-L,ample_amr,default,perception,115,4.263256414560601e-14,3.7071794909222616e-16,4.263256414560601e-14,3.7071794909222616e-16
clustered_vs_global,Warehouse-L,ample_amr,default,telemetry_diagnostics,168,7.105427357601002e-14,4.2294210461910723e-16,7.105427357601002e-14,4.2294210461910723e-16
clustered_vs_global,Warehouse-L,c_ample_amr,default,inventory_recognition,102,4.884981308350689e-14,4.789197361128126e-16,4.884981308350689e-14,4.789197361128126e-16
clustered_vs_global,Warehouse-L,c_ample_amr,default,localization_slam,185,1.4521717162097048e-13,7.849576844376782e-16,1.4521717162097048e-13,7.849576844376782e-16
clustered_vs_global,Warehouse-L,c_ample_amr,default,obstacle_detection,143,4.773959005888173e-14,3.338432871250471e-16,4.773959005888173e-14,3.338432871250471e-16
clustered_vs_global,Warehouse-L,c_ample_amr,default,path_replanning,164,1.3944401189291966e-13,8.502683652007296e-16,1.3944401189291966e-13,8.502683652007296e-16
clustered_vs_global,Warehouse-L,c_ample_amr,default,perception,119,9.592326932761353e-14,8.0607789350935735e-16,9.592326932761353e-14,8.0607789350935735e-16
clustered_vs_global,Warehouse-L,c_ample_amr,default,telemetry_diagnostics,168,1.1290968160437842e-13,6.720814381213001e-16,1.1290968160437842e-13,6.720814381213001e-16
clustered_vs_global,Warehouse-L,random_modes_heuristic,default,inventory_recognition,103,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,random_modes_heuristic,default,localization_slam,184,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,random_modes_heuristic,default,obstacle_detection,146,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,random_modes_heuristic,default,path_replanning,164,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,random_modes_heuristic,default,perception,115,0.0,0.0,0.0,0.0
clustered_vs_global,Warehouse-L,random_modes_heuristic,default,telemetry_diagnostics,168,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,aggressive_bias,inventory_recognition,51,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,aggressive_bias,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,aggressive_bias,obstacle_detection,71,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,aggressive_bias,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,aggressive_bias,perception,44,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,aggressive_bias,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,conservative,inventory_recognition,43,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,conservative,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,conservative,obstacle_detection,60,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,conservative,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,conservative,perception,40,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,conservative,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,default,inventory_recognition,47,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,default,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,default,obstacle_detection,65,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,default,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,default,perception,39,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_heuristic,default,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,fixed_vcg,aggressive_bias,inventory_recognition,51,3.241851231905457e-14,6.356571042951877e-16,3.241851231905457e-14,6.356571042951877e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,aggressive_bias,localization_slam,121,0.6302458074502424,0.005208643036778863,0.6302458074502424,0.005208643036778863
sensitivity_operation_modes,Warehouse-M,fixed_vcg,aggressive_bias,obstacle_detection,71,1.687538997430238e-14,2.376815489338363e-16,1.687538997430238e-14,2.376815489338363e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,aggressive_bias,path_replanning,94,6.306066779870889e-14,6.708581680713712e-16,6.306066779870889e-14,6.708581680713712e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,aggressive_bias,perception,44,7.105427357601002e-15,1.6148698540002277e-16,7.105427357601002e-15,1.6148698540002277e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,aggressive_bias,telemetry_diagnostics,88,2.5979218776228663e-14,2.9521839518441663e-16,2.5979218776228663e-14,2.9521839518441663e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,conservative,inventory_recognition,44,2.5145472313337818,0.0571488007121314,2.5145472313337818,0.0571488007121314
sensitivity_operation_modes,Warehouse-M,fixed_vcg,conservative,localization_slam,121,5.284661597215745e-14,4.367488923318798e-16,5.284661597215745e-14,4.367488923318798e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,conservative,obstacle_detection,60,1.3322676295501878e-14,2.220446049250313e-16,1.3322676295501878e-14,2.220446049250313e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,conservative,path_replanning,94,1.942890293094024e-14,2.066904567121302e-16,1.942890293094024e-14,2.066904567121302e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,conservative,perception,40,9.547918011776346e-15,2.3869795029440865e-16,9.547918011776346e-15,2.3869795029440865e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,conservative,telemetry_diagnostics,88,3.885780586188048e-14,4.4156597570318724e-16,3.885780586188048e-14,4.4156597570318724e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,default,inventory_recognition,47,1.021405182655144e-14,2.1732025162875404e-16,1.021405182655144e-14,2.1732025162875404e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,default,localization_slam,121,0.7597904491144831,0.006279259910037051,0.7597904491144831,0.006279259910037051
sensitivity_operation_modes,Warehouse-M,fixed_vcg,default,obstacle_detection,65,2.042810365310288e-14,3.1427851774004433e-16,2.042810365310288e-14,3.1427851774004433e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,default,path_replanning,94,4.707345624410664e-14,5.007814494053897e-16,4.707345624410664e-14,5.007814494053897e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,default,perception,39,1.0658141036401503e-14,2.7328566760003855e-16,1.0658141036401503e-14,2.7328566760003855e-16
sensitivity_operation_modes,Warehouse-M,fixed_vcg,default,telemetry_diagnostics,88,3.241851231905457e-14,3.6839218544380196e-16,3.241851231905457e-14,3.6839218544380196e-16
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,aggressive_bias,inventory_recognition,43,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,aggressive_bias,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,aggressive_bias,obstacle_detection,75,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,aggressive_bias,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,aggressive_bias,perception,43,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,aggressive_bias,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,conservative,inventory_recognition,41,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,conservative,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,conservative,obstacle_detection,69,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,conservative,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,conservative,perception,36,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,conservative,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,default,inventory_recognition,40,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,default,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,default,obstacle_detection,70,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,default,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,default,perception,39,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,qmix_heuristic,default,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,ample_amr,aggressive_bias,inventory_recognition,43,1.7763568394002505e-14,4.1310624172098847e-16,1.7763568394002505e-14,4.1310624172098847e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,aggressive_bias,localization_slam,121,3.597122599785507e-14,2.9728285948640555e-16,3.597122599785507e-14,2.9728285948640555e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,aggressive_bias,obstacle_detection,75,2.4868995751603507e-14,3.315866100213801e-16,2.4868995751603507e-14,3.315866100213801e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,aggressive_bias,path_replanning,94,2.708944180085382e-14,2.8818555107291297e-16,2.708944180085382e-14,2.8818555107291297e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,aggressive_bias,perception,43,6.217248937900877e-15,1.4458718460234598e-16,6.217248937900877e-15,1.4458718460234598e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,aggressive_bias,telemetry_diagnostics,88,1.2656542480726785e-14,1.4382434637189527e-16,1.2656542480726785e-14,1.4382434637189527e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,conservative,inventory_recognition,41,2.6645352591003757e-15,6.498866485610672e-17,2.6645352591003757e-15,6.498866485610672e-17
sensitivity_operation_modes,Warehouse-M,ample_amr,conservative,localization_slam,121,6.616929226765933e-14,5.468536551046225e-16,6.616929226765933e-14,5.468536551046225e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,conservative,obstacle_detection,69,1.9539925233402755e-14,2.831873222232283e-16,1.9539925233402755e-14,2.831873222232283e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,conservative,path_replanning,94,4.907185768843192e-14,5.220410392386374e-16,4.907185768843192e-14,5.220410392386374e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,conservative,perception,36,1.4432899320127035e-14,4.0091387000352876e-16,1.4432899320127035e-14,4.0091387000352876e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,conservative,telemetry_diagnostics,88,4.1300296516055823e-14,4.693215513188162e-16,4.1300296516055823e-14,4.693215513188162e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,default,inventory_recognition,40,1.4210854715202004e-14,3.552713678800501e-16,1.4210854715202004e-14,3.552713678800501e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,default,localization_slam,121,4.3298697960381105e-14,3.578404790114141e-16,4.3298697960381105e-14,3.578404790114141e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,default,obstacle_detection,70,1.2434497875801753e-14,1.7763568394002506e-16,1.2434497875801753e-14,1.7763568394002506e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,default,path_replanning,94,4.596323321948148e-14,4.889705661646966e-16,4.596323321948148e-14,4.889705661646966e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,default,perception,39,1.0658141036401503e-14,2.7328566760003855e-16,1.0658141036401503e-14,2.7328566760003855e-16
sensitivity_operation_modes,Warehouse-M,ample_amr,default,telemetry_diagnostics,88,1.1546319456101628e-14,1.312081756375185e-16,1.1546319456101628e-14,1.312081756375185e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,aggressive_bias,inventory_recognition,41,5.329070518200751e-15,1.2997732971221344e-16,5.329070518200751e-15,1.2997732971221344e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,aggressive_bias,localization_slam,121,5.3290705182007514e-14,4.404190510909712e-16,5.3290705182007514e-14,4.404190510909712e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,aggressive_bias,obstacle_detection,69,1.8207657603852567e-14,2.638790957080082e-16,1.8207657603852567e-14,2.638790957080082e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,aggressive_bias,path_replanning,94,3.397282455352979e-14,3.6141302716521052e-16,3.397282455352979e-14,3.6141302716521052e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,aggressive_bias,perception,40,1.6431300764452317e-14,4.1078251911130794e-16,1.6431300764452317e-14,4.1078251911130794e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,aggressive_bias,telemetry_diagnostics,88,2.5757174171303632e-14,2.9269516103754126e-16,2.5757174171303632e-14,2.9269516103754126e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,conservative,inventory_recognition,39,7.993605777301127e-15,2.049642507000289e-16,7.993605777301127e-15,2.049642507000289e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,conservative,localization_slam,120,2.6423307986078726e-14,2.2019423321732272e-16,2.6423307986078726e-14,2.2019423321732272e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,conservative,obstacle_detection,69,1.865174681370263e-14,2.703151712130816e-16,1.865174681370263e-14,2.703151712130816e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,conservative,path_replanning,94,2.531308496145357e-14,2.6928813788780395e-16,2.531308496145357e-14,2.6928813788780395e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,conservative,perception,37,7.105427357601002e-15,1.9203857723245952e-16,7.105427357601002e-15,1.9203857723245952e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,conservative,telemetry_diagnostics,88,2.9753977059954195e-14,3.3811337568129767e-16,2.9753977059954195e-14,3.3811337568129767e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,default,inventory_recognition,41,1.7763568394002505e-14,4.3325776570737815e-16,1.7763568394002505e-14,4.3325776570737815e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,default,localization_slam,120,7.682743330406083e-14,6.402286108671736e-16,7.682743330406083e-14,6.402286108671736e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,default,obstacle_detection,70,6.217248937900877e-15,8.881784197001253e-17,6.217248937900877e-15,8.881784197001253e-17
sensitivity_operation_modes,Warehouse-M,c_ample_amr,default,path_replanning,94,3.197442310920451e-14,3.4015343733196285e-16,3.197442310920451e-14,3.4015343733196285e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,default,perception,38,1.3322676295501878e-14,3.505967446184705e-16,1.3322676295501878e-14,3.505967446184705e-16
sensitivity_operation_modes,Warehouse-M,c_ample_amr,default,telemetry_diagnostics,88,2.2426505097428162e-14,2.5484664883441093e-16,2.2426505097428162e-14,2.5484664883441093e-16
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,aggressive_bias,inventory_recognition,45,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,aggressive_bias,localization_slam,121,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,aggressive_bias,obstacle_detection,74,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,aggressive_bias,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,aggressive_bias,perception,40,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,aggressive_bias,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,conservative,inventory_recognition,43,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,conservative,localization_slam,120,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,conservative,obstacle_detection,65,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,conservative,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,conservative,perception,37,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,conservative,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,default,inventory_recognition,41,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,default,localization_slam,120,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,default,obstacle_detection,70,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,default,path_replanning,94,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,default,perception,39,0.0,0.0,0.0,0.0
sensitivity_operation_modes,Warehouse-M,random_modes_heuristic,default,telemetry_diagnostics,88,0.0,0.0,0.0,0.0
